variable,model,standardized,coef,se,ci,n,low,high
gov_index_zmean,ElasticNet,-0.1160047381359642,-0.6956130023089342,,,,,
gov_index_zmean,FE,0.2765808945773411,1.658494898999204,0.6780941334370445,"[0.3289516230096059, 2.9880381749888025]",3390.0,0.3289516230096059,2.9880381749888025
gov_index_zmean,OLS,-0.13027488048333055,-0.7811827533478354,0.15581658176900612,"[-1.0865776418092277, -0.475787864886443]",3390.0,-1.0865776418092277,-0.475787864886443
inflation_consumer_prices_pct,ElasticNet,-1.3944450476167896,-0.47666488603018964,,,,,
inflation_consumer_prices_pct,FE,-0.08183275843716728,-0.027972993658411934,0.006736245737870123,"[-0.04118079149143996, -0.01476519582538391]",3390.0,-0.04118079149143996,-0.01476519582538391
inflation_consumer_prices_pct,OLS,-0.08785811399238892,-0.03003264844647955,0.0068672512810809775,"[-0.04349221363018481, -0.016573083262774287]",3390.0,-0.04349221363018481,-0.016573083262774287
trade_exposure,ElasticNet,0.043649626230279875,0.4068439118091507,,,,,
trade_exposure,FE,0.37639089796209096,3.5082166451640227,0.45452263295447703,"[2.6170313647861057, 4.399401925541939]",3390.0,2.6170313647861057,4.399401925541939
trade_exposure,OLS,0.07285334258136006,0.6790422151109139,0.22216162239797957,"[0.24361343646388695, 1.114470993757941]",3390.0,0.24361343646388695,1.114470993757941
