variable,fe_coef,fe_std_effect,ols_coef,ols_std_effect,en_coef,en_std_effect
trade_exposure,3.5082166451640227,0.37639089796209096,0.6790422151109139,0.07285334258136006,0.4068439118091507,0.043649626230279875
gov_index_zmean,1.658494898999204,0.2765808945773411,-0.7811827533478354,-0.13027488048333055,-0.6956130023089342,-0.1160047381359642
inflation_consumer_prices_pct,-0.027972993658411934,-0.08183275843716728,-0.03003264844647955,-0.08785811399238892,-0.47666488603018964,-1.3944450476167896
