spec,trade_exposure_coef,trade_exposure_se,trade_exposure_pval,gov_index_zmean_coef,gov_index_zmean_se,gov_index_zmean_pval,inflation_consumer_prices_pct_coef,inflation_consumer_prices_pct_se,inflation_consumer_prices_pct_pval,trade_exposure_se_hc3,gov_index_zmean_se_hc3,inflation_consumer_prices_pct_se_hc3
FE_full,3.65095037609222,0.4583054806695069,2.2547666779260764e-15,1.8741892256092207,0.6838960590656886,0.006169432287357306,-0.027822273613839894,0.006731876456811163,3.673857864643293e-05,0.5924459845541948,0.9968969736104003,0.006631411467635894
winsor_1pct,3.3432551340536483,0.3592900853469648,2.4113782612392497e-20,1.4374533791761446,0.5208581570209327,0.005817012094502756,-0.04299912186980087,0.013433109713143104,0.0013830266476249208,0.4799309439694949,0.584305897913683,0.017165097884805417
winsor_2pct,3.49363568540303,0.36241150550291806,1.0664577634890293e-21,1.5944948203782865,0.48630331351192835,0.001053632494881106,-0.027027180600681898,0.015439700694887124,0.08012816255748682,0.4732284494997106,0.5296361473404992,0.019113947888211084
