,mean_drop,std_drop,n
gov_index_zmean,0.01835176596858945,0.0,200.0
trade_exposure,0.00437614762884533,0.0004451200010222229,200.0
inflation_consumer_prices_pct,0.006580963883184503,0.0003970717126740137,200.0
