variable,fe_coef,fe_std_effect,ols_coef,ols_std_effect,en_coef,en_std_effect
trade_exposure,0.034906160410541065,0.3765038174308718,0.006798018380361876,0.07332458915757917,0.0067815800042265615,0.07314728202054323
gov_index_zmean,1.4047001152776415,0.2342565025257703,-0.7813015212558196,-0.13029468695620977,-0.7798529587051164,-0.13005311568193786
inflation_consumer_prices_pct,-0.028691752015965143,-0.0839354285970577,-0.03003560622747332,-0.08786676674441572,-0.02998016760469614,-0.08770458548197332
