variable,fe_within_coef,fe_within_std_effect,fe_artifact_coef,fe_artifact_mapped_name,ols_coef,ols_se,ols_pvalue,en_coef_raw,en_coef_scaled,notes
trade_exposure,0.034906160410541065,0.37089702847983463,0.0350694078908761,x2,0.006798018380361876,0.0022210608810914346,0.0022081446869647798,0.0067815800042265615,0.4072507135185851,
gov_index_zmean,1.4047001152776415,0.22173027230174389,1.658552121443586,x1,-0.7813015212558196,0.1558279831793296,5.334555312070583e-07,-0.7798529587051164,-0.6957188765213033,
inflation_consumer_prices_pct,-0.028691752015965143,-0.08072335111525217,-0.027988828990927368,x3,-0.03003560622747332,0.0068673960291871896,1.2218462369360446e-05,-0.02998016760469614,-0.4767117550186125,
