trade_exposure,gov_index_zmean,inflation_consumer_prices_pct
0.6324964272917128,1.4406532656238653,0.24849571313316687
0.4006924874516784,1.3033226879654052,0.2624037304980078
0.1088919611682968,0.9505844000589292,0.3111577462985906
0.2016985133417748,0.5835055150885964,0.40936123707873406
-0.03724933678434894,1.1036316104103179,0.26302483114413633
0.5850226626539552,0.5291669315472944,0.513160473983632
0.35523680505151134,0.29767286069970567,0.40514853897379055
0.035708937546360175,1.1966306821965844,0.27383724568235834
0.017370325072739945,0.11623419011372249,0.42818569940892814
0.3025074572598072,1.0357809993284803,0.40103654848339687
0.18535435964690095,0.5323921852927853,0.547948777117135
0.48513662614460884,0.5220480774698757,0.32634062395704433
0.4342860982024419,0.7864512586156494,0.2837178298114651
0.054226212111395,1.1029765235809705,0.3133638872601452
0.5749728773838214,0.8486049609786974,0.07585708866681529
-0.1228994090354476,0.9697762073698044,0.3359075813683532
0.35058643740380546,0.5326156861115479,0.48764111589085246
0.09505285467743363,1.1186476929218543,0.21112720297275445
0.25055928677695505,1.0948495304247459,0.25232904615542395
0.26653400892355705,1.0823917714996298,0.20823711756980146
0.4638040309434288,0.9255302331837569,0.4521178771120091
-0.023471062847335133,1.576668468680161,0.5012056348561842
0.5664345077802011,0.8347229040576565,-0.037668435359904606
0.2782170963245605,1.044880413391411,0.30622448216867326
0.3820087021983838,0.3360793580665131,0.44707804692911424
-0.013410989186873223,0.7692371719813096,0.2902833133747649
0.4459721468285238,0.27422331838990033,0.10807600788795213
0.18218182136482142,1.1868736059153022,0.477910509484083
0.2809072327568103,0.5796539586940668,0.29382071316114633
0.1833217837292196,1.3552079045545753,0.3652900280980518
0.10667023695290823,0.9591873573589069,0.3442060598097356
0.2981789257529712,1.2615964996658207,0.11420881635515912
0.19284043929960148,0.4877583703086188,0.45016810682150776
0.09621597358918876,0.7106439191457596,0.05344199083452139
0.3682072125626732,0.9931340036912459,0.4164283030634479
0.2725257222080657,1.1655037178332606,0.3375921831229647
0.2602956926623179,1.119654979801176,0.15661697223095672
0.34564010160210756,0.856599841560751,0.43161242377229314
0.2981128321642643,0.6054084184249575,0.43231402851193934
0.2459800253430302,1.304980244180932,0.10613508387577753
0.19401670139184546,1.0902704822344873,0.4149730863977652
0.5482977743878976,1.4315028202611302,0.09249995425834356
0.5930890324537543,1.4140079871122069,0.584727634774147
-0.11800799903044634,0.8007713843163486,0.21072547136216713
0.3632690017545812,1.1082469888486983,0.3346643435159464
-0.020855355759088923,1.1169200874501257,0.3378043978034668
0.398264457530658,1.267540932637779,0.371251024744673
0.22465993482256863,1.5730065014953354,0.33174989686710177
0.5611065992051607,0.37945360772996395,0.4846363423457163
0.2704128067511391,0.9330058158115264,0.11880456601262779
0.5730329095730653,1.370986664397563,0.4333745844573045
0.20699217627591793,0.4994812033833256,0.349651596575562
0.10169995114650732,1.13753265299993,0.5661397770772965
0.1570607742338055,0.7873082883736373,0.32590049116484465
0.18847334030115803,2.0027913620731965,0.4470809722295712
0.426996474570835,0.19688763267435405,0.3779737210209362
0.015481174003475928,0.9202752048073748,0.3121560079219563
0.4871626240447995,0.7548832254510245,0.37313352477818995
0.32090720484336543,0.9186097129953268,0.04911322910351146
0.27776777939733677,1.298690958792129,0.4107182955696942
-0.06636390449551755,1.1551797392029357,0.2507757750871278
0.06637729252877733,0.9284221759498621,0.4324340157729267
0.7202972856413794,0.9254969129095016,0.375006739328974
0.1290150417953697,0.12681792234010203,0.4504141517189879
0.33812978601394406,0.8458923947434229,0.4292879135009713
0.6999003742501557,0.43390771637365333,0.2482770207173033
0.3258517509578098,0.9861537913218683,0.25265889410397335
0.3889124070541996,1.219094506619662,0.30909165211641465
0.29639164068587576,0.8871045075443789,0.37318763758786133
0.26970914036294147,1.2659915742166774,0.18105989555321145
0.18682390875621735,1.197945624957022,0.4666791847450398
0.3111732260890676,1.1717496297738634,0.3765295933657242
-0.0029485009788601246,0.777020265148181,0.4567081288952437
0.11902760447649996,0.8814436401681576,0.28925017413234144
0.043748560682359994,0.47430333159844906,0.3123913103813507
0.5932976256179572,0.2647199733461818,0.3992914789809987
0.3416156591356909,0.31868881706443375,0.370482565773564
0.2900647690861504,0.9175538468340605,0.4916656008126239
0.39791720165361255,1.0638336386492284,0.15508055070394278
0.3364530382484503,0.8380100361672831,0.27496129718391416
0.5694785376226648,1.3648586490912749,0.2636051733277682
0.2667300813906479,0.6047518314323099,0.4126191837656137
0.6108971086666557,0.9448698532063773,0.6923713294270826
0.39955496738264884,0.4640832717814547,0.37676576970188336
0.5050527593038368,1.557259901089914,0.22265893101506862
0.41312201581420993,1.1409717880619894,0.4456246368302388
0.44447646828267295,0.7955836336321696,0.20094879083910655
0.7429379316120688,0.6463665323941044,0.3457920760200395
0.5970867661474841,1.160895598593335,0.5051998375205144
-0.019108802267517433,0.5370983979876414,0.07982034038010966
0.44448647895767124,0.925717016135934,0.38583479052114455
0.9597027209580844,0.6859058180446311,0.45515526226031966
0.12053364988564397,0.5586683519935676,0.4708570058917303
0.20903754105540173,0.514041550377776,0.2131708070134053
0.73353913401602,0.7899730120627737,0.31076943562371895
0.2080518743365758,1.1796488701028522,0.33559073669887596
0.8665707078631542,1.9173694434349287,0.2813491497543268
0.6223873653894856,0.8513484801971529,0.3933827775035894
0.21813529642735574,0.8634613574227075,0.39949419519785323
0.5959107637569403,0.572254309133406,0.30346255136674216
0.43573176390206214,0.8584081490453244,0.28860477747844016
0.19415669076263242,0.22360580614540737,0.2941267484663186
0.26218306624485876,1.4477694907537995,0.33539925018662586
0.6501321475285309,0.8765077283865637,0.5294673156280112
