variable,fe_within_coef,fe_within_std_effect,fe_artifact_coef,fe_artifact_mapped_name,ols_coef,ols_se,ols_pvalue,en_coef_raw,en_coef_scaled,notes
gov_index_zmean,1.4047001152776415,0.22173027230174389,1.658552121443586,x1,-0.7813015212558196,0.1558279831793296,5.334555312070583e-07,-0.7798529587051164,-0.6957188765213033,
